Date,Close_sp500,Close_tbill,Close_msft
1994-03-28,460.0,3.5,2.69
1994-03-29,452.48,3.51,2.57
1994-03-30,445.55,3.49,2.6
1994-03-31,445.77,3.47,2.64
1994-04-04,438.92,3.65,2.63
1994-04-05,448.29,3.66,2.73
1994-04-06,448.05,3.6,2.77
1994-04-07,450.88,3.53,2.8
1994-04-08,447.1,3.55,2.71
1994-04-11,449.87,3.54,2.71
1994-04-12,447.57,3.56,2.64
1994-04-13,446.26,3.56,2.64
1994-04-14,446.38,3.58,2.62
1994-04-15,446.18,3.59,2.64
1994-04-18,442.46,3.69,2.59
1994-04-19,442.54,3.74,2.74
1994-04-20,441.96,3.74,2.79
1994-04-21,448.73,3.74,2.85
1994-04-22,447.63,3.74,2.86
1994-04-25,452.71,3.76,2.92
1994-04-26,451.87,3.88,2.96
1994-04-28,449.1,3.88,2.87
1994-04-29,450.91,3.86,2.88
1994-05-02,453.02,3.91,2.97
1994-05-03,453.03,4.04,2.91
1994-05-04,451.72,4.04,2.96
1994-05-05,451.38,4.02,2.94
1994-05-06,447.82,4.16,2.88
1994-05-09,442.32,4.24,2.87
1994-05-10,446.01,4.24,2.93
1994-05-11,441.49,4.22,2.91
1994-05-12,443.75,4.12,2.94
1994-05-13,444.14,4.11,3.01
1994-05-16,444.49,4.15,2.96
1994-05-17,449.37,4.19,2.95
1994-05-18,453.69,4.19,3.02
1994-05-19,456.48,4.13,3.06
1994-05-20,454.92,4.14,3.04
1994-05-23,453.2,4.16,3.15
1994-05-24,454.81,4.21,3.19
1994-05-25,456.34,4.18,3.27
1994-05-26,457.06,4.15,3.24
1994-05-27,457.33,4.17,3.26
1994-05-31,456.5,4.17,3.35
1994-06-01,457.63,4.18,3.3
1994-06-02,457.65,4.13,3.26
1994-06-03,460.13,4.11,3.29
1994-06-06,458.88,4.09,3.4
1994-06-07,458.21,4.13,3.34
1994-06-08,457.06,4.11,3.24
1994-06-09,457.86,4.11,3.26
1994-06-10,458.67,4.11,3.27
1994-06-13,459.1,4.11,3.29
1994-06-14,462.37,4.1,3.34
1994-06-15,460.61,4.12,3.38
1994-06-16,461.93,4.11,3.34
1994-06-17,458.45,4.11,3.3
1994-06-20,455.48,4.11,3.33
1994-06-21,451.34,4.18,3.28
1994-06-22,453.09,4.18,3.21
1994-06-23,449.63,4.15,3.12
1994-06-24,442.8,4.16,3.08
1994-06-27,447.31,4.14,3.23
1994-06-28,446.07,4.18,3.2
1994-06-29,447.63,4.13,3.2
1994-06-30,444.27,4.14,3.22
1994-07-01,446.2,4.19,3.13
1994-07-05,446.37,4.2,3.06
1994-07-06,446.13,4.29,3.01
1994-07-07,448.38,4.24,3.14
1994-07-08,449.55,4.37,3.08
1994-07-11,448.06,4.42,3.01
1994-07-12,447.95,4.45,2.99
1994-07-13,448.73,4.41,3.08
1994-07-14,453.41,4.3,3.04
1994-07-15,454.16,4.26,3.03
1994-07-18,455.22,4.23,3.15
1994-07-19,453.86,4.25,3.12
1994-07-20,451.6,4.31,3.01
1994-07-21,452.61,4.33,2.97
1994-07-22,453.11,4.37,3.15
1994-07-25,454.25,4.38,3.19
1994-07-26,453.36,4.41,3.14
1994-07-27,452.57,4.45,3.08
1994-07-28,454.24,4.41,3.08
1994-07-29,458.26,4.27,3.21
1994-08-01,461.01,4.28,3.33
1994-08-02,460.56,4.32,3.29
1994-08-03,461.45,4.34,3.33
1994-08-04,458.4,4.32,3.29
1994-08-05,457.09,4.46,3.27
1994-08-08,457.89,4.45,3.3
1994-08-09,457.92,4.45,3.33
1994-08-10,460.3,4.35,3.37
1994-08-11,458.88,4.34,3.44
1994-08-12,461.94,4.36,3.44
1994-08-15,461.23,4.45,3.39
1994-08-16,465.01,4.62,3.42
1994-08-17,465.17,4.56,3.48
1994-08-18,463.17,4.58,3.46
1994-08-19,463.68,4.55,3.42
1994-08-22,462.32,4.54,3.4
1994-08-23,464.51,4.57,3.46
1994-08-24,469.03,4.53,3.47
1994-08-25,468.08,4.55,3.5
1994-08-26,473.8,4.54,3.54
1994-08-29,474.59,4.56,3.55
1994-08-30,476.07,4.59,3.64
1994-08-31,475.49,4.56,3.62
1994-09-01,473.17,4.54,3.5
1994-09-02,470.99,4.56,3.49
1994-09-06,471.86,4.55,3.49
1994-09-07,470.99,4.54,3.54
1994-09-08,473.14,4.54,3.61
1994-09-09,468.18,4.57,3.54
1994-09-12,466.21,4.58,3.5
1994-09-13,467.51,4.6,3.59
1994-09-14,468.8,4.58,3.59
1994-09-15,474.81,4.58,3.63
1994-09-16,471.19,4.62,3.54
1994-09-19,470.85,4.58,3.54
1994-09-20,463.36,4.61,3.49
1994-09-21,461.46,4.81,3.57
1994-09-22,461.27,4.78,3.55
1994-09-23,459.67,4.78,3.49
1994-09-26,460.82,4.77,3.46
1994-09-27,462.05,4.73,3.52
1994-09-28,464.84,4.52,3.55
1994-09-29,462.24,4.56,3.52
1994-09-30,462.71,4.67,3.5
1994-10-03,461.74,4.72,3.48
1994-10-04,454.59,4.94,3.43
1994-10-05,453.52,4.96,3.46
1994-10-06,452.36,4.95,3.4
1994-10-07,455.1,4.87,3.39
1994-10-11,465.79,4.86,3.48
1994-10-12,465.47,4.98,3.5
1994-10-13,467.79,4.9,3.57
1994-10-14,469.1,4.85,3.49
1994-10-17,468.96,4.85,3.43
1994-10-18,467.66,4.89,3.53
1994-10-19,470.28,4.91,3.59
1994-10-20,466.85,5.0,3.71
1994-10-21,464.89,5.0,3.7
1994-10-24,460.83,5.02,3.67
1994-10-25,461.53,5.05,3.72
1994-10-26,462.62,5.0,3.8
1994-10-27,465.85,4.97,3.84
1994-10-28,473.77,5.01,3.87
1994-10-31,472.35,5.02,3.92
1994-11-01,468.42,5.08,3.91
1994-11-02,466.51,5.08,3.92
1994-11-03,467.91,5.09,3.9
1994-11-04,462.28,5.17,3.83
1994-11-07,463.07,5.22,3.86
1994-11-08,465.65,5.23,3.96
1994-11-09,465.4,5.18,3.97
1994-11-10,464.37,5.22,3.97
1994-11-11,462.35,5.23,3.88
1994-11-14,466.04,5.29,4.02
1994-11-15,465.03,5.36,4.02
1994-11-16,465.62,5.37,4.03
1994-11-17,463.57,5.35,4.0
1994-11-18,461.47,5.34,3.99
1994-11-21,458.3,5.34,3.96
1994-11-22,450.09,5.34,3.86
1994-11-23,449.93,5.29,3.83
1994-11-25,452.29,5.28,3.88
1994-11-28,454.16,5.37,3.95
1994-11-29,455.17,5.52,3.99
1994-11-30,453.69,5.55,3.92
1994-12-01,448.92,5.55,3.9
1994-12-02,453.3,5.62,3.94
1994-12-05,453.32,5.79,3.94
1994-12-06,453.11,5.78,3.95
1994-12-07,451.23,5.7,3.92
1994-12-08,445.45,5.67,3.89
1994-12-09,446.96,5.65,3.93
1994-12-12,449.47,5.72,3.93
1994-12-13,450.15,5.78,3.91
1994-12-14,454.97,5.66,3.94
1994-12-15,455.34,5.53,3.96
1994-12-16,458.8,5.54,3.95
1994-12-19,457.91,5.55,3.9
1994-12-20,457.1,5.47,3.73
1994-12-21,459.61,5.41,3.83
1994-12-22,459.68,5.45,3.78
1994-12-23,459.83,5.52,3.79
1994-12-27,462.47,5.52,3.78
1994-12-28,460.86,5.51,3.8
1994-12-29,461.17,5.5,3.85
1994-12-30,459.27,5.53,3.81
1995-01-03,459.11,5.52,3.75
1995-01-04,460.71,5.69,3.78
1995-01-05,460.34,5.71,3.71
1995-01-06,460.68,5.74,3.78
1995-01-09,460.83,5.75,3.75
1995-01-10,461.68,5.74,3.8
1995-01-11,461.66,5.65,3.82
1995-01-12,461.64,5.61,3.82
1995-01-13,465.97,5.56,3.91
1995-01-16,469.38,5.56,3.99
1995-01-17,470.05,5.61,4.03
1995-01-18,469.71,5.72,4.05
1995-01-19,466.95,5.71,3.96
1995-01-20,464.78,5.74,3.84
1995-01-23,465.82,5.75,3.91
1995-01-24,465.86,5.8,3.86
1995-01-25,467.44,5.77,3.85
1995-01-26,468.32,5.76,3.73
1995-01-27,470.39,5.75,3.73
1995-01-30,468.51,5.72,3.68
1995-01-31,470.42,5.84,3.7
1995-02-01,470.4,5.88,3.68
1995-02-02,472.79,5.84,3.68
1995-02-03,478.65,5.79,3.75
1995-02-06,481.14,5.79,3.79
1995-02-07,480.81,5.8,3.8
1995-02-08,481.19,5.76,3.86
1995-02-09,480.19,5.77,3.86
1995-02-10,481.46,5.8,3.86
1995-02-13,481.65,5.78,3.86
1995-02-14,482.55,5.79,3.86
1995-02-15,484.54,5.76,3.78
1995-02-16,485.22,5.68,3.79
1995-02-17,481.97,5.69,3.76
1995-02-21,482.72,5.73,3.72
1995-02-22,485.07,5.68,3.83
1995-02-23,486.91,5.7,3.84
1995-02-24,488.11,5.72,3.82
1995-02-27,483.81,5.72,3.85
1995-02-28,487.39,5.75,3.92
1995-03-01,485.65,5.75,3.94
1995-03-02,485.13,5.74,3.97
1995-03-03,485.42,5.71,3.96
1995-03-06,485.63,5.74,4.01
1995-03-07,482.12,5.78,4.07
1995-03-08,483.14,5.77,4.27
1995-03-09,483.16,5.73,4.23
1995-03-10,489.57,5.76,4.27
1995-03-13,490.05,5.74,4.3
1995-03-14,492.89,5.74,4.47
1995-03-15,491.88,5.74,4.39
1995-03-16,495.41,5.73,4.37
1995-03-17,495.52,5.73,4.36
1995-03-20,496.14,5.72,4.43
1995-03-21,495.07,5.73,4.39
1995-03-22,495.67,5.72,4.42
1995-03-23,495.95,5.69,4.53
1995-03-24,500.97,5.66,4.6
1995-03-27,503.2,5.66,4.55
1995-03-28,503.9,5.69,4.59
1995-03-29,503.12,5.66,4.5
1995-03-30,502.22,5.68,4.49
1995-03-31,500.71,5.7,4.43
1995-04-03,501.85,5.69,4.36
1995-04-04,505.24,5.72,4.35
1995-04-05,505.57,5.69,4.4
1995-04-06,506.08,5.65,4.36
1995-04-07,506.42,5.67,4.34
1995-04-10,507.01,5.65,4.42
1995-04-11,505.53,5.65,4.49
1995-04-12,507.17,5.64,4.46
1995-04-13,509.23,5.59,4.52
1995-04-17,506.13,5.6,4.82
1995-04-18,505.37,5.6,4.78
1995-04-19,504.92,5.6,4.74
1995-04-20,505.29,5.59,4.69
1995-04-21,508.49,5.61,4.67
1995-04-24,512.89,5.62,4.84
1995-04-25,512.1,5.66,4.98
1995-04-26,512.66,5.67,4.96
1995-04-27,513.55,5.68,4.9
1995-04-28,514.71,5.69,5.09
1995-05-01,514.26,5.7,5.12
1995-05-02,514.86,5.69,4.96
1995-05-03,520.48,5.65,5.04
1995-05-04,520.54,5.58,5.08
1995-05-05,520.12,5.56,4.98
1995-05-08,523.96,5.57,4.98
1995-05-09,523.56,5.62,4.97
1995-05-10,524.36,5.63,4.94
1995-05-11,524.37,5.66,5.07
1995-05-12,525.55,5.69,5.03
1995-05-15,527.74,5.69,5.07
1995-05-16,528.19,5.69,5.29
1995-05-17,527.07,5.67,5.36
1995-05-18,519.58,5.69,5.27
1995-05-19,519.19,5.68,5.32
1995-05-22,523.65,5.72,5.44
1995-05-23,528.59,5.72,5.51
1995-05-24,528.61,5.69,5.45
1995-05-25,528.59,5.66,5.56
1995-05-26,523.65,5.66,5.45
1995-05-30,523.58,5.64,5.17
1995-05-31,533.4,5.63,5.28
1995-06-01,533.49,5.51,5.24
1995-06-02,532.51,5.42,5.18
1995-06-05,535.6,5.51,5.28
1995-06-06,535.55,5.53,5.18
1995-06-07,533.13,5.56,5.23
1995-06-08,532.35,5.59,5.24
1995-06-09,527.94,5.59,5.29
1995-06-12,530.88,5.56,5.22
1995-06-13,536.05,5.44,5.23
1995-06-14,536.47,5.44,5.22
1995-06-15,537.12,5.47,5.29
1995-06-16,539.83,5.49,5.42
1995-06-19,545.22,5.46,5.6
1995-06-20,544.98,5.48,5.69
1995-06-21,543.98,5.43,5.64
1995-06-22,551.07,5.36,5.72
1995-06-23,549.71,5.37,5.68
1995-06-26,544.13,5.37,5.59
1995-06-27,542.43,5.37,5.41
1995-06-28,544.73,5.4,5.47
1995-06-29,543.87,5.5,5.57
1995-06-30,544.75,5.43,5.63
1995-07-03,547.09,5.44,5.67
1995-07-05,547.26,5.5,5.65
1995-07-06,553.99,5.37,5.78
1995-07-07,556.37,5.36,5.96
1995-07-10,557.19,5.35,6.16
1995-07-11,554.78,5.38,6.01
1995-07-12,560.89,5.38,6.22
1995-07-13,561.0,5.38,6.24
1995-07-14,559.89,5.43,6.46
1995-07-17,562.72,5.44,6.79
1995-07-18,558.46,5.44,6.35
1995-07-19,550.98,5.41,5.89
1995-07-20,553.54,5.43,5.99
1995-07-21,553.62,5.43,5.73
1995-07-24,556.63,5.44,5.83
1995-07-25,561.1,5.44,6.0
1995-07-26,561.61,5.45,5.98
1995-07-27,565.22,5.4,6.01
1995-07-28,562.93,5.41,5.77
1995-07-31,562.06,5.42,5.64
1995-08-01,559.64,5.44,5.58
1995-08-02,558.8,5.41,5.54
1995-08-03,558.75,5.41,5.68
1995-08-04,558.94,5.4,5.85
1995-08-07,560.03,5.39,5.83
1995-08-08,560.39,5.38,5.83
1995-08-09,559.71,5.38,6.01
1995-08-10,557.45,5.39,5.86
1995-08-11,555.11,5.42,6.01
1995-08-14,559.74,5.42,6.15
1995-08-15,558.57,5.46,6.13
1995-08-16,559.97,5.42,6.15
1995-08-17,559.04,5.43,6.18
1995-08-18,559.21,5.43,6.05
1995-08-21,558.11,5.43,5.89
1995-08-22,559.52,5.45,6.19
1995-08-23,557.14,5.43,6.1
1995-08-24,557.46,5.34,5.99
1995-08-25,560.1,5.34,5.88
1995-08-28,559.05,5.31,5.61
1995-08-29,560.0,5.33,5.72
1995-08-30,560.92,5.3,5.81
1995-08-31,561.88,5.27,5.76
1995-09-01,563.84,5.27,5.59
1995-09-05,569.17,5.29,5.92
1995-09-06,570.17,5.32,5.83
1995-09-07,570.29,5.34,5.89
1995-09-08,572.68,5.35,5.95
1995-09-11,573.91,5.34,6.08
1995-09-12,576.51,5.3,6.0
1995-09-13,578.77,5.3,5.99
1995-09-14,583.61,5.27,5.91
1995-09-15,583.35,5.29,5.82
1995-09-18,582.77,5.28,5.73
1995-09-19,584.2,5.19,5.81
1995-09-20,586.77,5.17,5.8
1995-09-21,583.0,5.23,5.65
1995-09-22,581.73,5.2,5.59
1995-09-25,581.81,5.24,5.62
1995-09-26,581.41,5.28,5.5
1995-09-27,581.04,5.26,5.52
1995-09-28,585.87,5.26,5.7
1995-09-29,584.41,5.24,5.64
1995-10-02,581.72,5.25,5.5
1995-10-03,582.34,5.34,5.54
1995-10-04,581.47,5.31,5.37
1995-10-05,582.63,5.27,5.45
1995-10-06,582.49,5.29,5.35
1995-10-10,577.52,5.27,5.22
1995-10-11,579.46,5.3,5.4
1995-10-12,583.1,5.29,5.46
1995-10-13,584.5,5.29,5.37
1995-10-16,583.03,5.32,5.4
1995-10-17,586.78,5.27,5.68
1995-10-18,587.44,5.24,5.96
1995-10-19,590.65,5.24,6.03
1995-10-20,587.46,5.26,5.95
1995-10-23,585.06,5.27,6.0
1995-10-24,586.54,5.21,6.07
1995-10-25,582.47,5.22,5.97
1995-10-26,576.72,5.22,6.11
1995-10-27,579.7,5.24,6.23
1995-10-30,583.25,5.27,6.4
1995-10-31,581.5,5.31,6.23
1995-11-01,584.22,5.32,6.13
1995-11-02,589.72,5.31,6.23
1995-11-03,590.57,5.31,6.2
1995-11-06,588.46,5.34,6.07
1995-11-07,586.32,5.37,5.79
1995-11-08,591.71,5.35,5.93
1995-11-09,593.26,5.39,6.17
1995-11-10,592.72,5.41,6.03
1995-11-13,592.3,5.42,6.0
1995-11-14,589.29,5.38,5.86
1995-11-15,593.96,5.39,5.86
1995-11-16,597.34,5.34,5.6
1995-11-17,600.07,5.34,5.44
1995-11-20,596.85,5.35,5.36
1995-11-21,600.24,5.35,5.48
1995-11-22,598.4,5.35,5.44
1995-11-24,599.97,5.32,5.48
1995-11-27,601.32,5.33,5.44
1995-11-28,606.45,5.36,5.7
1995-11-29,607.64,5.34,5.59
1995-11-30,605.37,5.32,5.43
1995-12-01,606.98,5.29,5.37
1995-12-04,613.68,5.31,5.47
1995-12-05,617.68,5.3,5.36
1995-12-06,620.18,5.31,5.65
1995-12-07,616.17,5.34,5.64
1995-12-08,617.48,5.35,5.89
1995-12-11,619.52,5.32,5.8
1995-12-12,618.78,5.25,5.69
1995-12-13,621.69,5.26,5.72
1995-12-14,616.92,5.26,5.53
1995-12-15,616.34,5.21,5.51
1995-12-18,606.81,5.2,5.42
1995-12-19,611.93,5.07,5.66
1995-12-20,605.94,5.0,5.43
1995-12-21,610.49,4.91,5.61
1995-12-22,611.95,4.88,5.64
1995-12-26,614.3,4.86,5.62
1995-12-27,614.53,4.9,5.54
1995-12-28,614.12,4.83,5.44
1995-12-29,615.93,4.96,5.47
1996-01-02,620.73,4.97,5.59
1996-01-03,621.32,5.05,5.41
1996-01-04,617.7,5.03,5.44
1996-01-05,616.71,5.04,5.38
1996-01-08,618.46,5.03,5.37
1996-01-09,609.45,5.01,5.0
1996-01-10,598.48,5.04,5.13
1996-01-11,602.69,5.03,5.4
1996-01-12,601.81,5.02,5.34
1996-01-16,608.44,5.0,5.38
1996-01-17,606.37,4.99,5.29
1996-01-18,608.24,4.95,5.46
1996-01-19,611.83,4.96,5.72
1996-01-22,613.4,4.98,5.73
1996-01-23,612.79,4.97,5.58
1996-01-24,619.96,4.98,5.68
1996-01-25,617.03,4.97,5.57
1996-01-26,621.62,4.97,5.64
1996-01-29,624.22,5.0,5.63
1996-01-30,630.15,4.99,5.66
1996-01-31,636.02,4.91,5.76
1996-02-01,638.46,4.89,5.86
1996-02-02,635.84,4.84,5.79
1996-02-05,641.43,4.87,6.05
1996-02-06,646.33,4.84,6.01
1996-02-07,649.93,4.8,6.03
1996-02-08,656.07,4.78,6.16
1996-02-09,656.37,4.79,6.24
1996-02-12,661.45,4.79,6.2
1996-02-13,660.51,4.79,6.21
1996-02-14,655.58,4.8,6.15
1996-02-15,651.32,4.77,6.14
1996-02-16,647.98,4.76,6.1
1996-02-20,640.65,4.83,6.09
1996-02-21,648.1,4.82,6.22
1996-02-22,658.86,4.8,6.39
1996-02-23,659.08,4.83,6.45
1996-02-26,650.46,4.85,6.27
1996-02-27,647.24,4.88,6.24
1996-02-28,644.75,4.88,6.24
1996-02-29,640.43,4.88,6.15
1996-03-01,644.37,4.86,5.95
1996-03-04,650.81,4.88,6.0
1996-03-05,655.79,4.89,6.11
1996-03-06,652.0,4.89,6.04
1996-03-07,653.65,4.89,6.06
1996-03-08,633.5,4.91,5.93
1996-03-11,640.02,4.95,6.01
1996-03-12,637.09,4.95,5.97
1996-03-13,638.55,4.96,6.28
1996-03-14,640.87,4.97,6.21
1996-03-15,641.43,5.0,6.38
1996-03-18,652.65,5.03,6.56
1996-03-19,651.69,5.03,6.66
1996-03-20,649.98,5.03,6.52
1996-03-21,649.19,4.94,6.28
1996-03-22,650.62,4.97,6.3
1996-03-25,650.04,4.93,6.22
1996-03-26,652.97,5.0,6.4
1996-03-27,648.91,5.02,6.39
1996-03-28,648.94,5.05,6.37
1996-03-29,645.5,5.0,6.42
1996-04-01,653.73,5.03,6.4
1996-04-02,655.26,5.02,6.52
1996-04-03,655.88,5.0,6.51
1996-04-04,655.86,4.98,6.5
1996-04-08,644.24,5.02,6.46
1996-04-09,642.19,4.98,6.33
1996-04-10,633.5,4.95,6.33
1996-04-11,631.18,4.94,6.3
1996-04-12,636.71,4.93,6.3
1996-04-15,642.49,4.87,6.45
1996-04-16,645.0,4.82,6.56
1996-04-17,641.61,4.83,6.6
1996-04-18,643.61,4.85,6.79
1996-04-19,645.07,4.88,6.84
1996-04-22,647.89,4.88,7.02
1996-04-23,651.58,4.96,7.02
1996-04-24,650.17,5.0,6.95
1996-04-25,652.87,4.97,7.02
1996-04-26,653.46,4.97,7.07
1996-04-29,654.16,5.0,7.02
1996-04-30,654.17,5.01,7.06
1996-05-01,654.58,4.97,7.17
1996-05-02,643.38,4.99,6.95
1996-05-03,641.63,5.0,6.91
1996-05-06,640.81,4.99,6.96
1996-05-07,638.26,5.01,7.05
1996-05-08,644.77,4.99,7.12
1996-05-09,645.44,4.99,7.07
1996-05-10,652.09,4.99,7.16
1996-05-13,661.51,5.02,7.39
1996-05-14,665.6,5.01,7.41
1996-05-15,665.42,5.0,7.33
1996-05-16,664.85,5.0,7.3
1996-05-17,668.91,5.01,7.29
1996-05-20,673.15,5.01,7.27
1996-05-21,672.76,5.04,7.17
1996-05-22,678.42,5.04,7.28
1996-05-23,676.0,5.04,7.38
1996-05-24,678.51,5.03,7.38
1996-05-28,672.23,5.04,7.3
1996-05-29,667.93,5.03,7.3
1996-05-30,671.7,5.04,7.37
1996-05-31,669.12,5.04,7.4
1996-06-03,667.68,5.08,7.37
1996-06-04,672.56,5.08,7.34
1996-06-05,678.44,5.08,7.53
1996-06-06,673.03,5.07,7.46
1996-06-07,673.31,5.12,7.55
1996-06-10,672.16,5.14,7.51
1996-06-11,670.97,5.13,7.61
1996-06-12,669.04,5.12,7.79
1996-06-13,667.92,5.09,7.76
1996-06-14,665.85,5.07,7.66
1996-06-17,665.16,5.05,7.76
1996-06-18,662.06,5.07,7.62
1996-06-19,661.96,5.09,7.58
1996-06-20,662.1,5.12,7.58
1996-06-21,666.84,5.12,7.72
1996-06-24,668.85,5.12,7.73
1996-06-25,668.48,5.09,7.6
1996-06-26,664.39,5.1,7.51
1996-06-27,668.55,5.05,7.47
1996-06-28,670.63,5.03,7.48
1996-07-01,675.88,5.07,7.62
1996-07-02,673.61,5.18,7.58
1996-07-03,672.4,5.11,7.55
1996-07-05,657.44,5.15,7.37
1996-07-08,652.54,5.16,7.5
1996-07-09,654.75,5.19,7.48
1996-07-10,656.06,5.15,7.44
1996-07-11,645.67,5.11,7.13
1996-07-12,646.19,5.14,7.0
1996-07-15,629.8,5.15,6.89
1996-07-16,628.37,5.11,7.19
1996-07-17,634.07,5.12,7.3
1996-07-18,643.56,5.11,7.47
1996-07-19,638.73,5.14,7.54
1996-07-22,633.77,5.15,7.46
1996-07-23,626.87,5.16,6.99
1996-07-24,626.65,5.16,7.15
1996-07-25,631.17,5.15,7.38
1996-07-26,635.9,5.15,7.42
1996-07-29,630.91,5.21,7.28
1996-07-30,635.26,5.19,7.39
1996-07-31,639.95,5.18,7.34
1996-08-01,650.02,5.1,7.51
1996-08-02,662.49,5.06,7.69
1996-08-05,660.23,5.04,7.58
1996-08-06,662.38,5.06,7.73
1996-08-07,664.16,5.04,7.77
1996-08-08,662.59,5.01,7.8
1996-08-09,662.1,5.01,7.76
1996-08-12,665.77,5.01,7.8
1996-08-13,660.2,5.03,7.69
1996-08-14,662.05,5.02,7.78
1996-08-15,662.28,5.05,7.79
1996-08-16,665.21,5.04,7.74
1996-08-19,666.58,5.04,7.69
1996-08-20,665.69,5.03,7.69
1996-08-21,665.07,5.0,7.69
1996-08-22,670.68,4.99,7.79
1996-08-23,667.03,5.01,7.68
1996-08-26,663.88,5.06,7.65
1996-08-27,666.4,5.06,7.77
1996-08-28,664.81,5.06,7.83
1996-08-29,657.4,5.1,7.73
1996-08-30,651.99,5.14,7.63
1996-09-03,654.72,5.18,7.69
1996-09-04,655.61,5.18,7.69
1996-09-05,649.44,5.21,7.57
1996-09-06,655.68,5.19,7.63
1996-09-09,663.76,5.13,7.78
1996-09-10,663.81,5.15,7.75
1996-09-11,667.28,5.16,7.79
1996-09-12,671.15,5.14,8.01
1996-09-13,680.54,5.06,8.16
1996-09-16,683.98,5.04,8.19
1996-09-17,682.94,5.17,8.34
1996-09-18,681.47,5.15,8.5
1996-09-19,683.0,5.11,8.58
1996-09-20,687.03,5.14,8.61
1996-09-23,686.48,5.15,8.58
1996-09-24,685.61,5.02,8.53
1996-09-25,685.83,4.94,8.45
1996-09-26,685.86,4.87,8.22
1996-09-27,686.19,4.9,8.37
1996-09-30,687.33,4.91,8.22
1996-10-01,689.08,4.97,8.23
1996-10-02,694.01,4.9,8.39
1996-10-03,692.78,4.9,8.35
1996-10-04,701.46,4.87,8.5
1996-10-07,703.34,4.92,8.57
1996-10-08,700.64,4.98,8.43
1996-10-09,696.74,4.98,8.38
1996-10-10,694.61,5.01,8.33
1996-10-11,700.66,5.0,8.54
1996-10-15,702.57,5.04,8.65
1996-10-16,704.41,5.0,8.6
1996-10-17,706.99,4.97,8.44
1996-10-18,710.82,4.97,8.39
1996-10-21,709.85,4.99,8.35
1996-10-22,706.57,4.99,8.25
1996-10-23,707.27,4.98,8.38
1996-10-24,702.29,4.99,8.51
1996-10-25,700.92,4.99,8.5
1996-10-28,697.26,5.02,8.51
1996-10-29,701.5,5.01,8.43
1996-10-30,700.9,5.01,8.49
1996-10-31,705.27,5.01,8.55
1996-11-01,703.77,5.02,8.56
1996-11-04,706.73,5.01,8.6
1996-11-05,714.14,5.02,8.82
1996-11-06,724.59,5.02,9.0
1996-11-07,727.65,5.01,8.94
1996-11-08,730.82,5.03,8.94
1996-11-11,731.87,5.03,8.95
1996-11-12,729.56,5.03,8.83
1996-11-13,731.13,5.02,9.03
1996-11-14,735.88,5.02,9.32
1996-11-15,737.62,5.0,9.28
1996-11-18,737.02,5.02,9.37
1996-11-19,742.16,5.02,9.71
1996-11-20,743.95,5.02,9.55
1996-11-21,742.75,5.02,9.37
1996-11-22,748.73,5.02,9.38
1996-11-25,757.03,5.02,9.56
1996-11-26,755.96,5.02,9.58
1996-11-27,755.0,5.01,9.69
1996-11-29,757.02,4.99,9.77
1996-12-02,756.56,4.94,9.83
1996-12-03,748.28,4.91,9.64
1996-12-04,745.1,4.89,9.55
1996-12-05,744.38,4.9,9.53
1996-12-06,739.6,4.89,9.52
1996-12-09,749.76,4.85,10.19
1996-12-10,747.54,4.81,10.2
1996-12-11,740.73,4.81,10.39
1996-12-12,729.3,4.83,10.09
1996-12-13,728.64,4.79,9.97
1996-12-16,720.98,4.85,9.56
1996-12-17,726.04,4.88,9.95
1996-12-18,731.54,4.87,10.29
1996-12-19,745.76,4.85,10.57
1996-12-20,748.87,4.88,10.42
1996-12-23,746.92,4.96,10.44
1996-12-24,751.03,4.95,10.57
1996-12-26,755.82,4.96,10.65
1996-12-27,756.79,4.96,10.5
1996-12-30,753.85,5.03,10.4
1996-12-31,740.74,5.05,10.29
1997-01-02,737.01,5.05,10.17
1997-01-03,748.03,5.03,10.54
1997-01-06,747.65,5.03,10.51
1997-01-07,753.23,5.01,10.59
1997-01-08,748.41,5.01,10.39
1997-01-09,754.85,4.99,10.26
1997-01-10,759.5,5.02,10.5
1997-01-13,759.51,5.03,10.44
1997-01-14,768.86,5.03,10.64
1997-01-15,767.2,5.0,10.54
1997-01-16,769.75,5.03,10.72
1997-01-17,776.17,5.02,10.86
1997-01-20,776.7,5.02,11.31
1997-01-21,782.72,5.02,11.84
1997-01-22,786.23,5.02,12.13
1997-01-23,777.56,5.02,11.81
1997-01-24,770.52,5.02,11.95
1997-01-27,765.02,5.05,11.98
1997-01-28,765.02,5.04,11.91
1997-01-29,772.5,5.04,12.12
1997-01-30,784.17,5.03,12.6
1997-01-31,786.16,5.01,12.71
1997-02-03,786.73,4.97,12.76
1997-02-04,789.26,5.0,12.85
1997-02-05,778.28,4.99,12.26
1997-02-06,780.15,5.0,12.1
1997-02-07,789.56,4.99,12.51
1997-02-10,785.43,4.99,12.18
1997-02-11,789.59,5.01,12.27
1997-02-12,802.77,5.01,12.44
1997-02-13,811.82,4.99,12.46
1997-02-14,808.48,4.96,12.19
1997-02-18,816.29,4.96,12.13
1997-02-19,812.49,4.97,12.15
1997-02-20,802.8,4.95,11.87
1997-02-21,801.77,4.95,11.84
1997-02-24,810.28,4.97,12.47
1997-02-25,812.03,5.0,12.4
1997-02-26,805.68,5.06,12.49
1997-02-27,795.07,5.07,11.98
